"","group","id","baselang","block","itemnum","currtrial","trialtype","condition","locationcrit","cstype","csdetail","lentwobefore","lenonebefore","lencrit","lenoneafter","lentwoafter","lenthreeafter","Sentence..or.sentence.MD5.","Reading.time_-2","Reading.time_-1","Reading.time_0","Reading.time_1","Reading.time_2","Reading.time_3","Parameter_-2","Parameter_-1","Parameter_0","Parameter_1","Parameter_2","Parameter_3","Value_-2","Value_-1","Value_0","Value_1","Value_2","Value_3","Flankercongruency","FlankerRT","Flanktimeout","FlankerAcc","Flankercorrect_response","QuestionRT","QuestionAcc","Questioncorrect_response"
"1826","7","40273","Spanish",1,24,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,14,4,5,3,12,"El decano notó que las recepcionistas have filed the applications in alphabetical order.",953,680,478,451,944,659,"5","6","7","8","9","10","las","recepcionistas","have","filed","the","applications","Cong",774,"NO",1,"F",4738,0,"F"
"1827","7","40273","Spanish",1,29,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",4,2,5,2,5,7,"El luchador ganó la pelea en cinco minutos.",537,385,436,444,364,401,"3","4","5","6","7","8","ganó","la","pelea","en","cinco","minutos.","Incong",803,"NO",1,"F",1591,1,"F"
"1828","7","40273","Spanish",1,34,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",6,2,4,2,3,7,"El ganador sintió la gaze of his jealous adversary.",536,448,463,545,427,417,"3","4","5","6","7","8","sintió","la","gaze","of","his","jealous","Incong",592,"NO",1,"F",3923,0,"F"
"1829","7","40273","Spanish",1,39,"CS","Sentence","II_Flanker_Sent",11,"det-noun","masc",6,3,6,6,2,9,"Realmente%2C la silla de la cocina está sellada porque los owners bought it yesterday.",650,420,448,578,527,905,"9","10","11","12","13","14","porque","los","owners","bought","it","yesterday.","Incong",641,"NO",1,"J",2985,1,"F"
"1830","7","40273","Spanish",1,45,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,11,3,7,3,10,"El dueño dijo que los arquitectos han firmado los documentos para la construcción.",323,400,661,819,487,533,"5","6","7","8","9","10","los","arquitectos","han","firmado","los","documentos","Incong",731,"NO",1,"J",3863,0,"F"
"1831","7","40273","Spanish",1,50,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,9,4,8,3,7,"La enfermera descubrió que los cirujanos have deceived the patient about his illness.",379,1232,390,470,757,471,"5","6","7","8","9","10","los","cirujanos","have","deceived","the","patient","Incong",825,"NO",1,"J",1495,1,"J"
"1832","7","40273","Spanish",1,58,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",4,2,5,4,2,5,"La muchacha tiró el hueso para su perro energético.",411,499,607,691,406,544,"3","4","5","6","7","8","tiró","el","hueso","para","su","perro","Cong",531,"NO",1,"F",2867,1,"F"
"1833","7","40273","Spanish",1,63,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",4,2,4,2,3,6,"La orquesta tocó la song by the German composer.",765,563,1192,540,453,644,"3","4","5","6","7","8","tocó","la","song","by","the","German","Incong",525,"NO",1,"F",1568,1,"J"
"1834","7","40273","Spanish",1,68,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",8,2,6,3,3,7,"La presidenta escribió la letter for the senator.",629,486,366,344,330,683,"3","4","5","6","7","8","escribió","la","letter","for","the","senator.","Incong",483,"NO",1,"F",3852,1,"J"
"1835","7","40273","Spanish",1,74,"Mono","Sentence","CC_Flanker_Sent",11,"det-noun","masc",2,2,3,2,6,0,"Asombrosamente%2C el detective encontró el violín que perdió en el sur de Italia.",396,382,522,372,459,NA,"9","10","11","12","13",NA,"en","el","sur","de","Italia.",NA,"Cong",623,"NO",1,"J",1310,1,"J"
"1836","7","40273","Spanish",1,80,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,11,5,10,2,5,"El director dijo que los productores están preparando el plató para la película.",408,371,495,2203,435,755,"5","6","7","8","9","10","los","productores","están","preparando","el","plató","Incong",658,"NO",1,"F",4024,1,"J"
"1837","7","40273","Spanish",1,86,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,12,3,7,1,3,"La superintendente garantiza que los instructores han probado a los estudiantes apropiadamente.",753,664,650,458,824,360,"5","6","7","8","9","10","los","instructores","han","probado","a","los","Incong",1004,"YES",NA,"J",1767,1,"J"
"1838","7","40273","Spanish",1,91,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",4,2,4,2,3,9,"La deportista odia el heat of the afternoon.",589,982,440,487,394,557,"3","4","5","6","7","8","odia","el","heat","of","the","afternoon.","Cong",443,"NO",1,"F",1870,1,"F"
"1839","7","40273","Spanish",1,94,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",11,5,10,3,8,2,"El supervisor mencionó que los carpinteros están arreglando las alacenas en la cocina.",1366,443,1112,407,2513,484,"6","7","8","9","10","11","carpinteros","están","arreglando","las","alacenas","en","Incong",664,"NO",1,"F",1381,1,"J"
"1840","7","40273","Spanish",1,99,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",7,2,5,4,3,7,"El joven exploró la house with his friends.",737,489,753,359,375,354,"3","4","5","6","7","8","exploró","la","house","with","his","friends.","Cong",416,"NO",1,"J",2877,1,"J"
"1841","7","40273","Spanish",1,104,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",9,2,9,2,3,5,"La anciana recordaba la happiness of her youth.",1170,569,677,327,324,395,"3","4","5","6","7","8","recordaba","la","happiness","of","her","youth.","Cong",400,"NO",1,"F",1577,1,"J"
"1842","7","40273","Spanish",1,107,"Mono","Sentence","IC_Flanker_Sent",11,"det-noun","masc",2,3,10,2,2,6,"La planta suministra electricidad y contrata a muchos de los habitantes de la ciudad.",371,401,436,411,328,499,"9","10","11","12","13","14","de","los","habitantes","de","la","ciudad.","Incong",783,"NO",1,"J",2103,1,"J"
"1843","7","40273","Spanish",1,113,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,8,3,8,3,4,"El chef piensa que los turistas are enjoying the food at his gourmet restaurant.",411,395,546,841,370,346,"5","6","7","8","9","10","los","turistas","are","enjoying","the","food","Incong",797,"NO",1,"J",3155,1,"F"
"1844","7","40273","Spanish",1,118,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,12,5,10,3,6,"Los científicos saben que los experimentos están aumentando los gastos.",389,463,450,414,408,388,"5","6","7","8","9","10","los","experimentos","están","aumentando","los","gastos.","Incong",541,"NO",1,"F",1835,1,"F"
"1845","7","40273","Spanish",1,123,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,8,4,8,3,7,"La profesora anunció que los editores have approved her article for the journal.",436,375,374,573,308,597,"5","6","7","8","9","10","los","editores","have","approved","her","article","Cong",481,"NO",1,"F",1324,1,"J"
"1846","7","40273","Spanish",1,129,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,10,5,10,2,7,"El abogado descubrió que los criminales están sobornando al policía para destruir la evidencia.",319,353,1424,408,879,609,"5","6","7","8","9","10","los","criminales","están","sobornando","al","policía","Cong",688,"NO",1,"F",2056,1,"J"
"1847","7","40273","Spanish",1,135,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,8,3,9,3,5,"El sargento garantizó que los soldados han preparado las armas para la misión.",391,885,470,758,373,544,"5","6","7","8","9","10","los","soldados","han","preparado","las","armas","Cong",490,"NO",1,"J",4701,1,"F"
"1848","7","40273","Spanish",1,140,"Mono","Sentence","CC_Flanker_Sent",8,"progressive","part",7,5,9,3,9,2,"El entrenador notó que los atletas están agarrando sus uniformes de la pila.",296,661,349,863,661,400,"6","7","8","9","10","11","atletas","están","agarrando","sus","uniformes","de","Cong",422,"NO",1,"F",2251,1,"J"
"1849","7","40273","Spanish",1,146,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",8,2,5,2,2,8,"La criada encontró el jabón en el gabinete.",687,367,570,339,575,330,"3","4","5","6","7","8","encontró","el","jabón","en","el","gabinete.","Incong",656,"NO",1,"F",1827,1,"F"
"1850","7","40273","Spanish",1,151,"CS","Sentence","CI_Flanker_Sent",9,"det-noun","masc",10,2,3,2,3,4,"Todas las modelos rodearon a la diseñadora al end of the show.",953,440,496,344,307,375,"7","8","9","10","11","12","diseñadora","al","end","of","the","show.","Cong",393,"NO",1,"J",4882,0,"J"
"1851","7","40273","Spanish",1,157,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",6,2,6,2,3,4,"El técnico reparó la screen in the very old classroom.",713,647,691,447,447,416,"3","4","5","6","7","8","reparó","la","screen","in","the","very","Cong",600,"NO",1,"J",2186,1,"F"
"1852","7","40273","Spanish",1,162,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,10,3,8,2,14,"El abogado garantizó que los criminales han mejorado su comportamiento en la cárcel.",335,491,398,460,566,902,"5","6","7","8","9","10","los","criminales","han","mejorado","su","comportamiento","Cong",426,"NO",1,"F",1550,1,"F"
"1853","7","40273","Spanish",1,165,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",11,5,7,3,4,2,"El guardia dijo que los prisioneros están cooking the food in the kitchen.",368,412,681,390,378,337,"6","7","8","9","10","11","prisioneros","están","cooking","the","food","in","Incong",643,"NO",1,"F",1584,1,"F"
"1854","7","40273","Spanish",1,170,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,9,4,9,3,8,"El compositor dice que los pianistas have practiced the symphony for the concert.",382,375,405,372,396,348,"5","6","7","8","9","10","los","pianistas","have","practiced","the","symphony","Incong",574,"NO",1,"F",2293,1,"J"
"1855","7","40273","Spanish",1,175,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",4,2,7,2,2,3,"El profesor tomó la cerveza en el bar anoche.",409,374,316,437,320,359,"3","4","5","6","7","8","tomó","la","cerveza","en","el","bar","Incong",491,"NO",1,"F",1500,1,"J"
"1856","7","40273","Spanish",1,180,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",3,2,5,2,2,7,"La dueña oyó el grito de la cliente furiosa.",480,375,498,348,512,636,"3","4","5","6","7","8","oyó","el","grito","de","la","cliente","Cong",380,"NO",1,"J",1261,1,"J"
"1857","7","40273","Spanish",1,185,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",5,2,4,3,3,12,"La electricista tiene la caja con sus herramientas.",371,341,297,451,370,416,"3","4","5","6","7","8","tiene","la","caja","con","sus","herramientas.","Cong",521,"NO",1,"F",1324,1,"J"
"1858","7","40273","Spanish",1,190,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",5,2,3,1,5,2,"El caballero cruzó el río a pesar de las corrientes rápidas.",776,408,332,338,208,1036,"3","4","5","6","7","8","cruzó","el","río","a","pesar","de","Incong",840,"NO",1,"F",1671,1,"F"
"1859","7","40273","Spanish",1,198,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",8,2,6,2,2,13,"La bióloga encontró la fuente de la contaminación.",487,764,7381,5083,423,1054,"3","4","5","6","7","8","encontró","la","fuente","de","la","contaminación.","Incong",1001,"YES",NA,"F",3494,0,"J"
"1860","7","40273","Spanish",1,204,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",4,2,4,3,2,10,"El astrónomo miró la luna con su telescopio grande.",24386,384,642,384,341,378,"3","4","5","6","7","8","miró","la","luna","con","su","telescopio","Cong",489,"NO",1,"J",1469,1,"F"
"1861","7","40273","Spanish",1,210,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,11,3,8,5,5,"La maestra supone que los estudiantes are checking their email in the library.",386,384,435,395,417,316,"5","6","7","8","9","10","los","estudiantes","are","checking","their","email","Incong",845,"NO",1,"F",2462,1,"F"
"1862","7","40273","Spanish",1,213,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",9,5,10,3,5,3,"El reportero confirmó que los senadores están requesting the funds for the project.",391,456,318,614,283,359,"6","7","8","9","10","11","senadores","están","requesting","the","funds","for","Cong",667,"NO",1,"F",1921,1,"J"
"1863","7","40273","Spanish",1,218,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,10,3,8,5,4,"La secretaria dijo que los asistentes are accusing their boss of fraud.",311,241,431,337,307,315,"5","6","7","8","9","10","los","asistentes","are","accusing","their","boss","Cong",464,"NO",1,"F",5161,0,"F"
"1864","7","40273","Spanish",1,226,"CS","Sentence","CI_Flanker_Sent",8,"perfect","part",7,3,8,3,5,2,"El periodista anunció que los músicos han produced the album in the studio.",269,318,263,392,252,237,"6","7","8","9","10","11","músicos","han","produced","the","album","in","Cong",484,"NO",1,"J",2874,1,"F"
"1865","7","40273","Spanish",1,232,"Mono","Sentence","CC_Flanker_Sent",8,"perfect","part",7,3,9,2,8,2,"El entrenador piensa que los atletas han celebrado su victoria en el bar.",275,461,273,439,451,447,"6","7","8","9","10","11","atletas","han","celebrado","su","victoria","en","Cong",645,"NO",1,"F",1965,1,"J"
"1866","7","40273","Spanish",1,237,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",7,2,4,3,3,4,"El marinero exploró el lake and its deep caves.",321,385,273,297,310,264,"3","4","5","6","7","8","exploró","el","lake","and","its","deep","Incong",644,"NO",1,"J",1683,1,"F"
"1867","7","40273","Spanish",1,243,"Mono","Sentence","IC_Flanker_Sent",8,"perfect","part",7,3,7,2,8,3,"El reportero dijo que las modelos han firmado un contrato con la agencia.",546,572,418,451,358,374,"6","7","8","9","10","11","modelos","han","firmado","un","contrato","con","Incong",701,"NO",1,"J",2917,1,"J"
"1868","7","40273","Spanish",1,249,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",9,2,5,3,2,6,"Los voluntarios limpiaron la calle por la mañana.",313,542,243,189,390,215,"3","4","5","6","7","8","limpiaron","la","calle","por","la","mañana.","Cong",673,"NO",1,"J",1251,1,"J"
"1869","7","40273","Spanish",1,252,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",8,3,7,3,5,2,"El investigador piensa que los gánsters han shipped the drugs to New York City.",259,574,315,362,283,252,"6","7","8","9","10","11","gánsters","han","shipped","the","drugs","to","Incong",923,"NO",1,"J",1775,1,"F"
"1870","7","40273","Spanish",1,258,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",7,2,4,2,3,6,"El minero extrajo el iron in the center of the mountain.",1432,375,276,388,216,219,"3","4","5","6","7","8","extrajo","el","iron","in","the","center","Incong",863,"NO",1,"J",1233,1,"J"
"1871","7","40273","Spanish",1,263,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,8,5,11,1,2,"La enfermera afirmó que los doctores están consultando a un especialista sobre los resultados.",251,316,302,285,299,278,"5","6","7","8","9","10","los","doctores","están","consultando","a","un","Cong",613,"NO",1,"J",2110,1,"F"
"1872","7","40273","Spanish",1,268,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,9,3,9,3,6,"El contador piensa que los banqueros are preparing the report for the supervisors.",241,301,256,300,1091,425,"5","6","7","8","9","10","los","banqueros","are","preparing","the","report","Cong",395,"NO",1,"J",4396,1,"J"
"1873","7","40273","Spanish",2,273,"Mono","Sentence","CC_Flanker_Sent",8,"progressive","part",8,5,12,3,7,4,"El arquitecto supone que los pintores están considerando los colores para la casa.",216,283,511,383,252,679,"6","7","8","9","10","11","pintores","están","considerando","los","colores","para","Cong",407,"NO",1,"F",1579,1,"F"
"1874","7","40273","Spanish",2,278,"CS","Sentence","CI_Flanker_Sent",8,"det-noun","masc",7,2,10,6,6,0,"Los niños se rieron mientras corrían al playground during recess.",281,261,370,384,416,NA,"6","7","8","9","10",NA,"corrían","al","playground","during","recess.",NA,"Cong",486,"NO",1,"F",2938,1,"F"
"1875","7","40273","Spanish",2,283,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",4,2,7,2,2,7,"El niño dejó la revista en su mochila ayer.",214,341,263,249,310,292,"3","4","5","6","7","8","dejó","la","revista","en","su","mochila","Incong",735,"NO",1,"F",3776,1,"F"
"1876","7","40273","Spanish",2,288,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",11,5,10,5,7,2,"El consejero dijo que sus estudiantes están presenting their results at the conference.",543,241,303,466,241,199,"6","7","8","9","10","11","estudiantes","están","presenting","their","results","at","Incong",560,"NO",1,"J",1666,1,"F"
"1877","7","40273","Spanish",2,293,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",3,2,5,3,8,6,"El príncipe vio la torre del castillo enorme.",308,418,342,323,1020,595,"3","4","5","6","7","8","vio","la","torre","del","castillo","enorme.","Incong",386,"NO",0,"J",935,1,"F"
"1878","7","40273","Spanish",2,299,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",6,2,3,2,3,6,"La secretaria perdió la key to the office again.",488,413,689,229,216,470,"3","4","5","6","7","8","perdió","la","key","to","the","office","Incong",822,"NO",1,"F",2465,1,"F"
"1879","7","40273","Spanish",2,305,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",5,2,6,4,1,3,"El chico cortó la branch with a big axe.",314,293,218,166,379,448,"3","4","5","6","7","8","cortó","la","branch","with","a","big","Incong",813,"NO",1,"J",2136,0,"F"
"1880","7","40273","Spanish",2,311,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",7,2,5,2,2,4,"El mago cumplió el deseo de la niña curiosa.",374,391,334,337,305,276,"3","4","5","6","7","8","cumplió","el","deseo","de","la","niña","Incong",792,"NO",1,"F",2443,1,"F"
"1881","7","40273","Spanish",2,317,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",8,2,5,2,6,2,"Mi papá encendió el fuego en frente de la tienda de campaña.",439,528,469,316,294,479,"3","4","5","6","7","8","encendió","el","fuego","en","frente","de","Incong",821,"NO",1,"F",5257,1,"J"
"1882","7","40273","Spanish",2,322,"Mono","Sentence","IC_Flanker_Sent",8,"perfect","part",13,3,9,3,6,2,"Los inquilinos notaron que los electricistas han arreglado los cables de luz en el edificio.",857,316,563,280,332,311,"6","7","8","9","10","11","electricistas","han","arreglado","los","cables","de","Incong",477,"NO",1,"J",1821,1,"J"
"1883","7","40273","Spanish",2,328,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",6,2,4,6,3,5,"La entrenadora repasó la rule before the match.",627,364,505,462,352,407,"3","4","5","6","7","8","repasó","la","rule","before","the","match.","Cong",627,"NO",1,"F",2158,1,"F"
"1884","7","40273","Spanish",2,333,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",4,2,6,2,2,6,"La mujer tiró la piedra en el océano.",1603,728,1186,587,1106,1375,"3","4","5","6","7","8","tiró","la","piedra","en","el","océano.","Cong",415,"NO",1,"F",1655,1,"F"
"1885","7","40273","Spanish",2,338,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",6,2,4,7,3,6,"La pareja miraba la snow through the window.",958,466,373,358,253,393,"3","4","5","6","7","8","miraba","la","snow","through","the","window.","Cong",380,"NO",1,"J",995,1,"F"
"1886","7","40273","Spanish",2,343,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",6,2,6,6,3,4,"La traductora perdió el pencil before the exam.",307,442,497,325,272,172,"3","4","5","6","7","8","perdió","el","pencil","before","the","exam.","Incong",783,"NO",1,"F",2161,1,"F"
"1887","7","40273","Spanish",2,348,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,8,4,7,5,4,"El gerente notó que los turistas have enjoyed their stay in the hotel.",313,337,285,270,296,246,"5","6","7","8","9","10","los","turistas","have","enjoyed","their","stay","Incong",549,"NO",1,"F",1743,1,"F"
"1888","7","40273","Spanish",2,351,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,11,3,9,3,5,"El jefe anunció que las secretarias are notifying the media about the strike.",265,385,255,242,348,255,"5","6","7","8","9","10","las","secretarias","are","notifying","the","media","Cong",484,"NO",1,"F",2093,1,"J"
"1889","7","40273","Spanish",2,357,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,7,3,10,5,5,"El entrenador mencionó que los atletas han practicado cinco horas al día.",267,286,473,263,452,265,"5","6","7","8","9","10","los","atletas","han","practicado","cinco","horas","Cong",631,"NO",1,"J",2196,1,"J"
"1890","7","40273","Spanish",2,362,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,7,5,9,3,11,"El entrenador dijo que los atletas están ignorando los comentarios del equipo opuesto.",310,304,290,307,357,347,"5","6","7","8","9","10","los","atletas","están","ignorando","los","comentarios","Cong",395,"NO",1,"F",2618,1,"F"
"1891","7","40273","Spanish",2,365,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,12,4,7,5,5,"El locutor dijo que los entrenadores have reached their goals with the players.",242,354,393,328,321,209,"5","6","7","8","9","10","los","entrenadores","have","reached","their","goals","Cong",488,"NO",1,"F",2760,1,"F"
"1892","7","40273","Spanish",2,371,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",12,2,6,2,3,6,"Los trabajadores construyeron el bridge in two months.",284,423,351,312,243,209,"3","4","5","6","7","8","construyeron","el","bridge","in","two","months.","Cong",562,"NO",1,"J",1183,1,"F"
"1893","7","40273","Spanish",2,376,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",7,2,3,4,3,9,"El político terminó la war with his emotional speech.",764,378,246,355,286,177,"3","4","5","6","7","8","terminó","la","war","with","his","emotional","Incong",526,"NO",1,"F",4294,1,"J"
"1894","7","40273","Spanish",2,382,"CS","Sentence","CI_Flanker_Sent",8,"perfect","part",7,3,8,3,7,4,"La revista indicó que los actores han answered the letters from their fans.",320,600,337,325,336,357,"6","7","8","9","10","11","actores","han","answered","the","letters","from","Cong",519,"NO",1,"F",1732,1,"F"
"1895","7","40273","Spanish",2,388,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,9,5,10,3,8,"El presidente anunció que los senadores están negociando los términos del acuerdo.",289,237,440,263,418,271,"5","6","7","8","9","10","los","senadores","están","negociando","los","términos","Incong",698,"NO",1,"F",2646,1,"F"
"1896","7","40273","Spanish",2,393,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",7,2,5,2,2,10,"Mi hija arregló la pared en su dormitorio.",310,387,295,257,318,250,"3","4","5","6","7","8","arregló","la","pared","en","su","dormitorio.","Incong",523,"NO",1,"J",3169,1,"F"
"1897","7","40273","Spanish",2,398,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",8,5,9,3,12,2,"El director afirmó que los técnicos están repairing the photocopiers in the school library.",246,283,278,448,256,231,"6","7","8","9","10","11","técnicos","están","repairing","the","photocopiers","in","Cong",432,"NO",1,"J",3054,1,"F"
"1898","7","40273","Spanish",2,403,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",11,5,9,3,5,4,"El editor notó que los voluntarios están colocando las fotos para la sección de ocio.",248,299,284,498,259,317,"6","7","8","9","10","11","voluntarios","están","colocando","las","fotos","para","Incong",609,"NO",1,"J",1791,1,"J"
"1899","7","40273","Spanish",2,409,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",10,5,9,2,5,0,"El astrónomo confirma que los asteroides están cambiando el clima.",580,278,743,331,307,NA,"6","7","8","9","10",NA,"asteroides","están","cambiando","el","clima.",NA,"Incong",927,"NO",1,"J",1882,1,"J"
"1900","7","40273","Spanish",2,417,"CS","Sentence","CI_Flanker_Sent",8,"perfect","part",12,3,8,3,4,3,"El director dijo que los instructores han prepared the exam for the students.",251,355,297,679,309,337,"6","7","8","9","10","11","instructores","han","prepared","the","exam","for","Cong",443,"NO",1,"F",3519,0,"F"
"1901","7","40273","Spanish",2,422,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,9,3,8,3,11,"El general mencionó que los veteranos are enjoying the celebration in their honor.",410,296,465,503,235,233,"5","6","7","8","9","10","los","veteranos","are","enjoying","the","celebration","Incong",488,"NO",0,"J",3398,0,"F"
"1902","7","40273","Spanish",2,431,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",4,2,11,4,5,10,"El equipo ganó el competition with great difficulty.",285,483,390,261,383,259,"3","4","5","6","7","8","ganó","el","competition","with","great","difficulty.","Incong",717,"NO",1,"J",1736,1,"J"
"1903","7","40273","Spanish",2,434,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",10,5,7,5,7,2,"Los estudiantes notaron que las profesoras están placing their quizzes on the bookshelf.",268,509,328,378,206,247,"6","7","8","9","10","11","profesoras","están","placing","their","quizzes","on","Cong",563,"NO",1,"F",3479,1,"J"
"1904","7","40273","Spanish",2,440,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,11,3,11,2,14,"El psiquiatra afirmó que los prisioneros han justificado su comportamiento en la sesión.",315,334,311,558,325,759,"5","6","7","8","9","10","los","prisioneros","han","justificado","su","comportamiento","Incong",677,"NO",1,"J",3977,0,"J"
"1905","7","40273","Spanish",2,445,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",5,2,6,3,3,7,"La familia buscó el barrio con los mejores vecinos.",318,395,313,311,248,252,"3","4","5","6","7","8","buscó","el","barrio","con","los","mejores","Cong",399,"NO",1,"F",2265,1,"J"
"1906","7","40273","Spanish",2,451,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",4,2,4,2,3,7,"El mago leyó la mind of the skeptic.",235,669,1333,308,230,185,"3","4","5","6","7","8","leyó","la","mind","of","the","skeptic.","Cong",690,"NO",1,"F",1515,1,"J"
"1907","7","40273","Spanish",2,459,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",9,3,10,3,4,3,"El contador cree que los banqueros han negotiated the loan for the clients.",250,471,256,465,319,246,"6","7","8","9","10","11","banqueros","han","negotiated","the","loan","for","Incong",873,"NO",1,"J",2456,1,"F"
"1908","7","40273","Spanish",2,462,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",8,2,5,2,4,3,"La estudiante escribió el essay in just one hour.",248,289,238,242,259,219,"3","4","5","6","7","8","escribió","el","essay","in","just","one","Cong",721,"NO",1,"J",1333,1,"F"
"1909","7","40273","Spanish",2,467,"Mono","Sentence","CC_Flanker_Sent",8,"progressive","part",11,5,11,3,11,4,"La estilista confirmó que los diseñadores están organizando sus colecciones para el desfile de moda.",473,616,501,262,554,241,"6","7","8","9","10","11","diseñadores","están","organizando","sus","colecciones","para","Cong",496,"NO",1,"F",2683,1,"F"
"1910","7","40273","Spanish",2,472,"CS","Sentence","II_Flanker_Sent",13,"det-noun","masc",3,3,7,10,0,0,"La cafetería empezó a cocinar platos más saludables después de que los parents complained.",276,275,216,265,NA,NA,"11","12","13","14",NA,NA,"que","los","parents","complained.",NA,NA,"Incong",804,"NO",1,"J",4319,1,"J"
"1911","7","40273","Spanish",2,479,"Mono","Sentence","CC_Flanker_Sent",10,"det-noun","masc",1,3,14,2,3,9,"Una avalancha en la montaña casi atrapa a los excursionistas en los albergues.",251,264,194,404,258,256,"8","9","10","11","12","13","a","los","excursionistas","en","los","albergues.","Cong",500,"NO",1,"J",1683,0,"J"
"1912","7","40273","Spanish",2,482,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",10,3,7,3,5,2,"La familia notó que los jardineros han planted the trees in the backyard.",228,247,280,483,319,241,"6","7","8","9","10","11","jardineros","han","planted","the","trees","in","Incong",769,"NO",1,"F",1454,1,"F"
"1913","7","40273","Spanish",2,487,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",7,2,7,3,2,7,"El granjero recogió el algodón con la máquina compleja.",278,516,278,726,348,279,"3","4","5","6","7","8","recogió","el","algodón","con","la","máquina","Incong",540,"NO",1,"F",2095,1,"J"
